Team Statistics:
Team,Median of Age,Mean of Age,Std of Age,Median of MP,Mean of MP,Std of MP,Median of Starts,Mean of Starts,Std of Starts,Median of Minutes,Mean of Minutes,Std of Minutes,Median of Goals,Mean of Goals,Std of Goals,Median of Assists,Mean of Assists,Std of Assists,Median of Yellow Cards,Mean of Yellow Cards,Std of Yellow Cards,Median of Red Cards,Mean of Red Cards,Std of Red Cards,Median of xG,Mean of xG,Std of xG,Median of xAG,Mean of xAG,Std of xAG,Median of PrgC,Mean of PrgC,Std of PrgC,Median of PrgP,Mean of PrgP,Std of PrgP,Median of PrgR,Mean of PrgR,Std of PrgR,Median of Gls/90,Mean of Gls/90,Std of Gls/90,Median of Ast/90,Mean of Ast/90,Std of Ast/90,Median of xG/90,Mean of xG/90,Std of xG/90,Median of xGA/90,Mean of xGA/90,Std of xGA/90,Median of SoT/90,Mean of SoT/90,Std of SoT/90,Median of Cmp,Mean of Cmp,Std of Cmp,Median of Cmp%,Mean of Cmp%,Std of Cmp%,Median of TotDist,Mean of TotDist,Std of TotDist,Median of Short%,Mean of Short%,Std of Short%,Median of Med%,Mean of Med%,Std of Med%,Median of KP,Mean of KP,Std of KP,Median of Passes 1/3,Mean of Passes 1/3,Std of Passes 1/3,Median of PPA,Mean of PPA,Std of PPA,Median of CrsPA,Mean of CrsPA,Std of CrsPA,Median of PrgoP,Mean of PrgoP,Std of PrgoP,Median of SCA,Mean of SCA,Std of SCA,Median of SCA90,Mean of SCA90,Std of SCA90,Median of GCA,Mean of GCA,Std of GCA,Median of GCA90,Mean of GCA90,Std of GCA90,Median of Tkl,Mean of Tkl,Std of Tkl,Median of TklW,Mean of TklW,Std of TklW,Median of Att,Mean of Att,Std of Att,Median of Lost,Mean of Lost,Std of Lost,Median of Blocks,Mean of Blocks,Std of Blocks,Median of Sh,Mean of Sh,Std of Sh,Median of Pass,Mean of Pass,Std of Pass,Median of Int,Mean of Int,Std of Int,Median of Touches,Mean of Touches,Std of Touches,Median of Def Pen,Mean of Def Pen,Std of Def Pen,Median of Def 3rd,Mean of Def 3rd,Std of Def 3rd,Median of Mid 3rd,Mean of Mid 3rd,Std of Mid 3rd,Median of Att 3rd,Mean of Att 3rd,Std of Att 3rd,Median of Att Pen,Mean of Att Pen,Std of Att Pen,Median of TO Att,Mean of TO Att,Std of TO Att,Median of Carries,Mean of Carries,Std of Carries,Median of ProDist,Mean of ProDist,Std of ProDist,Median of ProgC,Mean of ProgC,Std of ProgC,Median of Carries 1/3,Mean of Carries 1/3,Std of Carries 1/3,Median of CPA,Mean of CPA,Std of CPA,Median of Mis,Mean of Mis,Std of Mis,Median of Dis,Mean of Dis,Std of Dis,Median of Rec,Mean of Rec,Std of Rec,Median of ProgR,Mean of ProgR,Std of ProgR,Median of Fls,Mean of Fls,Std of Fls,Median of Fld,Mean of Fld,Std of Fld,Median of Off,Mean of Off,Std of Off,Median of Crs,Mean of Crs,Std of Crs,Median of Recov,Mean of Recov,Std of Recov,Median of Won,Mean of Won,Std of Won,Median of Aerial Lost,Mean of Aerial Lost,Std of Aerial Lost 
Axel Tuanzebe,27.48,27.48,0.0,19.0,19.0,0.0,17.0,17.0,0.0,1446.0,1446.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,0.2,0.2,0.0,0.3,0.3,0.0,9.0,9.0,0.0,46.0,46.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.01,0.01,0.0,0.02,0.02,0.0,0.0,0.0,0.0,538.0,538.0,0.0,83.0,83.0,0.0,3189.0,3189.0,0.0,91.1,91.1,0.0,81.8,81.8,0.0,4.0,4.0,0.0,50.0,50.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,11.0,11.0,0.0,0.68,0.68,0.0,2.0,2.0,0.0,0.12,0.12,0.0,29.0,29.0,0.0,17.0,17.0,0.0,24.0,24.0,0.0,8.0,8.0,0.0,18.0,18.0,0.0,9.0,9.0,0.0,9.0,9.0,0.0,21.0,21.0,0.0,793.0,793.0,0.0,89.0,89.0,0.0,343.0,343.0,0.0,348.0,348.0,0.0,108.0,108.0,0.0,6.0,6.0,0.0,10.0,10.0,0.0,339.0,339.0,0.0,727.0,727.0,0.0,9.0,9.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,11.0,11.0,0.0,1.0,1.0,0.0,410.0,410.0,0.0,8.0,8.0,0.0,13.0,13.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,43.0,43.0,0.0,16.0,16.0,0.0,16.0,16.0,0.0
Ayden Heaven,18.62,18.62,0.0,2.0,2.0,0.0,1.0,1.0,0.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,81.6,81.6,0.0,185.0,185.0,0.0,82.4,82.4,0.0,88.9,88.9,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.89,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,67.0,0.0,21.0,21.0,0.0,42.0,42.0,0.0,23.0,23.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,42.0,42.0,0.0,122.0,122.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,40.0,40.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0
Bart Verbruggen,22.72,22.72,0.0,33.0,33.0,0.0,33.0,33.0,0.0,2970.0,2970.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.0,938.0,0.0,76.9,76.9,0.0,15102.0,15102.0,0.0,99.3,99.3,0.0,98.2,98.2,0.0,1.0,1.0,0.0,18.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,0.15,0.15,0.0,1.0,1.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1304.0,1304.0,0.0,1034.0,1034.0,0.0,1291.0,1291.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,879.0,879.0,0.0,1673.0,1673.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,836.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,10.0,10.0,0.0,1.0,1.0,0.0
Ben Brereton,26.05,26.05,0.0,10.0,10.0,0.0,4.0,4.0,0.0,449.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.1,0.1,0.0,12.0,12.0,0.0,9.0,9.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.02,0.02,0.0,0.2,0.2,0.0,128.0,128.0,0.0,77.1,77.1,0.0,383.0,383.0,0.0,87.4,87.4,0.0,67.9,67.9,0.0,3.0,3.0,0.0,9.0,9.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,9.0,9.0,0.0,9.0,9.0,0.0,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,9.0,9.0,0.0,8.0,8.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,206.0,206.0,0.0,4.0,4.0,0.0,19.0,19.0,0.0,76.0,76.0,0.0,112.0,112.0,0.0,20.0,20.0,0.0,4.0,4.0,0.0,136.0,136.0,0.0,394.0,394.0,0.0,12.0,12.0,0.0,13.0,13.0,0.0,4.0,4.0,0.0,9.0,9.0,0.0,4.0,4.0,0.0,171.0,171.0,0.0,42.0,42.0,0.0,4.0,4.0,0.0,8.0,8.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,16.0,16.0,0.0,9.0,9.0,0.0,7.0,7.0,0.0
Ben Chilwell,28.38,28.38,0.0,6.0,6.0,0.0,0.0,0.0,0.0,139.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.2,0.0,2.0,2.0,0.0,3.0,3.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.13,0.13,0.0,0.65,0.65,0.0,45.0,45.0,0.0,65.2,65.2,0.0,155.0,155.0,0.0,83.9,83.9,0.0,64.0,64.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.93,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,98.0,98.0,0.0,6.0,6.0,0.0,35.0,35.0,0.0,43.0,43.0,0.0,25.0,25.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,39.0,39.0,0.0,146.0,146.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,42.0,42.0,0.0,10.0,10.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,12.0,12.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0
Ben Davies,32.04,32.04,0.0,14.0,14.0,0.0,12.0,12.0,0.0,1126.0,1126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.2,0.2,0.0,14.0,14.0,0.0,50.0,50.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.08,0.08,0.0,797.0,797.0,0.0,88.0,88.0,0.0,5958.0,5958.0,0.0,90.8,90.8,0.0,94.3,94.3,0.0,2.0,2.0,0.0,43.0,43.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,8.0,8.0,0.0,0.64,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,10.0,10.0,0.0,14.0,14.0,0.0,7.0,7.0,0.0,24.0,24.0,0.0,16.0,16.0,0.0,8.0,8.0,0.0,12.0,12.0,0.0,1045.0,1045.0,0.0,178.0,178.0,0.0,549.0,549.0,0.0,451.0,451.0,0.0,45.0,45.0,0.0,12.0,12.0,0.0,1.0,1.0,0.0,588.0,588.0,0.0,1701.0,1701.0,0.0,14.0,14.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,699.0,699.0,0.0,6.0,6.0,0.0,14.0,14.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,36.0,36.0,0.0,47.0,47.0,0.0,38.0,38.0,0.0
Ben Godfrey,27.31,27.31,0.0,3.0,3.0,0.0,2.0,2.0,0.0,159.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,0.0,82.5,82.5,0.0,255.0,255.0,0.0,90.9,90.9,0.0,88.9,88.9,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,0.57,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,68.0,68.0,0.0,6.0,6.0,0.0,26.0,26.0,0.0,33.0,33.0,0.0,9.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,33.0,0.0,79.0,79.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,42.0,42.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
Ben Johnson,25.28,25.28,0.0,22.0,22.0,0.0,14.0,14.0,0.0,1348.0,1348.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,1.1,1.1,0.0,1.3,1.3,0.0,16.0,16.0,0.0,26.0,26.0,0.0,33.0,33.0,0.0,0.07,0.07,0.0,0.13,0.13,0.0,0.07,0.07,0.0,0.09,0.09,0.0,0.2,0.2,0.0,296.0,296.0,0.0,71.5,71.5,0.0,2035.0,2035.0,0.0,86.2,86.2,0.0,74.8,74.8,0.0,12.0,12.0,0.0,21.0,21.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,26.0,26.0,0.0,23.0,23.0,0.0,1.54,1.54,0.0,5.0,5.0,0.0,0.33,0.33,0.0,38.0,38.0,0.0,22.0,22.0,0.0,41.0,41.0,0.0,21.0,21.0,0.0,22.0,22.0,0.0,5.0,5.0,0.0,17.0,17.0,0.0,13.0,13.0,0.0,624.0,624.0,0.0,60.0,60.0,0.0,245.0,245.0,0.0,219.0,219.0,0.0,163.0,163.0,0.0,12.0,12.0,0.0,24.0,24.0,0.0,259.0,259.0,0.0,585.0,585.0,0.0,16.0,16.0,0.0,12.0,12.0,0.0,3.0,3.0,0.0,23.0,23.0,0.0,17.0,17.0,0.0,290.0,290.0,0.0,33.0,33.0,0.0,27.0,27.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,37.0,37.0,0.0,57.0,57.0,0.0,19.0,19.0,0.0,18.0,18.0,0.0
Ben Mee,35.62,35.62,0.0,7.0,7.0,0.0,2.0,2.0,0.0,183.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,11.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,93.0,0.0,77.5,77.5,0.0,688.0,688.0,0.0,89.5,89.5,0.0,85.0,85.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,138.0,138.0,0.0,18.0,18.0,0.0,66.0,66.0,0.0,62.0,62.0,0.0,11.0,11.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0,274.0,274.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0
Ben White,27.58,27.58,0.0,14.0,14.0,0.0,10.0,10.0,0.0,941.0,941.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.8,0.8,0.0,11.0,11.0,0.0,44.0,44.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.04,0.04,0.0,0.08,0.08,0.0,0.1,0.1,0.0,449.0,449.0,0.0,83.6,83.6,0.0,2494.0,2494.0,0.0,92.4,92.4,0.0,84.6,84.6,0.0,7.0,7.0,0.0,39.0,39.0,0.0,8.0,8.0,0.0,1.0,1.0,0.0,44.0,44.0,0.0,16.0,16.0,0.0,1.53,1.53,0.0,1.0,1.0,0.0,0.1,0.1,0.0,13.0,13.0,0.0,9.0,9.0,0.0,28.0,28.0,0.0,17.0,17.0,0.0,9.0,9.0,0.0,7.0,7.0,0.0,2.0,2.0,0.0,15.0,15.0,0.0,633.0,633.0,0.0,46.0,46.0,0.0,183.0,183.0,0.0,289.0,289.0,0.0,165.0,165.0,0.0,20.0,20.0,0.0,4.0,4.0,0.0,292.0,292.0,0.0,622.0,622.0,0.0,11.0,11.0,0.0,11.0,11.0,0.0,3.0,3.0,0.0,8.0,8.0,0.0,4.0,4.0,0.0,375.0,375.0,0.0,28.0,28.0,0.0,8.0,8.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,26.0,26.0,0.0,15.0,15.0,0.0,5.0,5.0,0.0
Benoît Badiashile,24.12,24.12,0.0,5.0,5.0,0.0,3.0,3.0,0.0,334.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,17.0,17.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,273.0,0.0,89.8,89.8,0.0,1473.0,1473.0,0.0,93.3,93.3,0.0,93.8,93.8,0.0,0.0,0.0,0.0,37.0,37.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,6.0,6.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,336.0,336.0,0.0,31.0,31.0,0.0,138.0,138.0,0.0,186.0,186.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,177.0,177.0,0.0,340.0,340.0,0.0,3.0,3.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,247.0,247.0,0.0,2.0,2.0,0.0,6.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,8.0,8.0,0.0,2.0,2.0,0.0
Bernardo Silva,30.74,30.74,0.0,30.0,30.0,0.0,26.0,26.0,0.0,2401.0,2401.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,3.2,3.2,0.0,4.4,4.4,0.0,94.0,94.0,0.0,115.0,115.0,0.0,184.0,184.0,0.0,0.11,0.11,0.0,0.15,0.15,0.0,0.12,0.12,0.0,0.16,0.16,0.0,0.37,0.37,0.0,1370.0,1370.0,0.0,87.1,87.1,0.0,3837.0,3837.0,0.0,92.2,92.2,0.0,88.4,88.4,0.0,47.0,47.0,0.0,75.0,75.0,0.0,33.0,33.0,0.0,7.0,7.0,0.0,115.0,115.0,0.0,83.0,83.0,0.0,3.11,3.11,0.0,8.0,8.0,0.0,0.3,0.3,0.0,52.0,52.0,0.0,34.0,34.0,0.0,52.0,52.0,0.0,28.0,28.0,0.0,33.0,33.0,0.0,7.0,7.0,0.0,26.0,26.0,0.0,20.0,20.0,0.0,1816.0,1816.0,0.0,48.0,48.0,0.0,318.0,318.0,0.0,739.0,739.0,0.0,777.0,777.0,0.0,131.0,131.0,0.0,59.0,59.0,0.0,1137.0,1137.0,0.0,3650.0,3650.0,0.0,94.0,94.0,0.0,60.0,60.0,0.0,31.0,31.0,0.0,21.0,21.0,0.0,32.0,32.0,0.0,1346.0,1346.0,0.0,184.0,184.0,0.0,26.0,26.0,0.0,29.0,29.0,0.0,3.0,3.0,0.0,54.0,54.0,0.0,93.0,93.0,0.0,5.0,5.0,0.0,10.0,10.0,0.0
Bernd Leno,33.18,33.18,0.0,35.0,35.0,0.0,35.0,35.0,0.0,3150.0,3150.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060.0,1060.0,0.0,81.5,81.5,0.0,15530.0,15530.0,0.0,99.5,99.5,0.0,98.9,98.9,0.0,2.0,2.0,0.0,16.0,16.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.14,0.14,0.0,2.0,2.0,0.0,0.06,0.06,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1364.0,1364.0,0.0,1097.0,1097.0,0.0,1354.0,1354.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.0,892.0,0.0,2023.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.0,799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0
Beto,27.26,27.26,0.0,27.0,27.0,0.0,12.0,12.0,0.0,1268.0,1268.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.6,6.6,0.0,0.8,0.8,0.0,12.0,12.0,0.0,10.0,10.0,0.0,66.0,66.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.47,0.47,0.0,0.06,0.06,0.0,1.42,1.42,0.0,124.0,124.0,0.0,57.1,57.1,0.0,185.0,185.0,0.0,67.9,67.9,0.0,50.0,50.0,0.0,8.0,8.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,17.0,17.0,0.0,1.21,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,6.0,6.0,0.0,8.0,8.0,0.0,3.0,3.0,0.0,8.0,8.0,0.0,1.0,1.0,0.0,7.0,7.0,0.0,3.0,3.0,0.0,429.0,429.0,0.0,22.0,22.0,0.0,43.0,43.0,0.0,188.0,188.0,0.0,204.0,204.0,0.0,72.0,72.0,0.0,32.0,32.0,0.0,221.0,221.0,0.0,390.0,390.0,0.0,12.0,12.0,0.0,9.0,9.0,0.0,9.0,9.0,0.0,59.0,59.0,0.0,33.0,33.0,0.0,309.0,309.0,0.0,66.0,66.0,0.0,30.0,30.0,0.0,18.0,18.0,0.0,14.0,14.0,0.0,3.0,3.0,0.0,30.0,30.0,0.0,78.0,78.0,0.0,92.0,92.0,0.0
Bilal El Khannouss,20.99,20.99,0.0,30.0,30.0,0.0,25.0,25.0,0.0,2003.0,2003.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.1,1.1,0.0,4.1,4.1,0.0,71.0,71.0,0.0,119.0,119.0,0.0,83.0,83.0,0.0,0.09,0.09,0.0,0.13,0.13,0.0,0.05,0.05,0.0,0.18,0.18,0.0,0.27,0.27,0.0,735.0,735.0,0.0,75.2,75.2,0.0,3695.0,3695.0,0.0,86.1,86.1,0.0,80.6,80.6,0.0,36.0,36.0,0.0,83.0,83.0,0.0,28.0,28.0,0.0,6.0,6.0,0.0,119.0,119.0,0.0,66.0,66.0,0.0,2.97,2.97,0.0,5.0,5.0,0.0,0.22,0.22,0.0,46.0,46.0,0.0,26.0,26.0,0.0,28.0,28.0,0.0,13.0,13.0,0.0,21.0,21.0,0.0,4.0,4.0,0.0,17.0,17.0,0.0,6.0,6.0,0.0,1172.0,1172.0,0.0,17.0,17.0,0.0,166.0,166.0,0.0,602.0,602.0,0.0,416.0,416.0,0.0,33.0,33.0,0.0,53.0,53.0,0.0,679.0,679.0,0.0,1949.0,1949.0,0.0,71.0,71.0,0.0,42.0,42.0,0.0,12.0,12.0,0.0,36.0,36.0,0.0,36.0,36.0,0.0,788.0,788.0,0.0,83.0,83.0,0.0,28.0,28.0,0.0,11.0,11.0,0.0,1.0,1.0,0.0,83.0,83.0,0.0,84.0,84.0,0.0,19.0,19.0,0.0,20.0,20.0,0.0
Billy Gilmour,23.9,23.9,0.0,2.0,2.0,0.0,1.0,1.0,0.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.0,2.0,0.0,11.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,86.6,86.6,0.0,346.0,346.0,0.0,94.7,94.7,0.0,81.8,81.8,0.0,0.0,0.0,0.0,12.0,12.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,3.0,3.0,0.0,2.76,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0,2.0,2.0,0.0,14.0,14.0,0.0,46.0,46.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,44.0,44.0,0.0,117.0,117.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
